corpus,id,text,labels,labels_final
cards_single,234605,"Arctic sea ice reached its annual maximum extent on March 21, after a brief surge in extent mid-month. Overall the 2014 Arctic maximum was the fifthlowest in the 1978 to 2014 record. Antarctic sea icereached its annual minimum on February 23, and was the fourth highest Antarctic minimum in the satellite record. While this continues a strong pattern of greater-than-average sea ice extent in Antarctica for the past two years, Antarctic sea ice remains more variable year-to-year than the Arctic.",['1_1_1'],['1_1_1']
cards_single,234606,"Ryan Maue : A year ago, I walked into a Tallahassee Borders and snapped an IPhone photo (thats my thumb) of Al Gores new book cover and marveled at the locations of hurricanes in a globally warmed future. The book was released at the tail end of the 2009 Atlantic hurricane season, which uncorked one of the quietest years on record . With Copenhagen, Cancun, and the hottest year ever come and gone, you would think that global climate disruption was spinning up cyclones with reckless abandon. Remember, after Katrina in 2005, scientists published alarming papers linking increases in hurricane activity worldwide to global warming. Fast forward 5-years: the inconvenient truth is that aside from the Atlantic basin , global tropical cyclone or hurricane activity during 2010 has tanked to the lowest levels in decades .",['1_7_0'],['1_7_0']
cards_single,234608,"Now that they have given up on warming and changed the meme to extreme weather it has become obvious that much of the 20th century needs to be disappeared. Leading this effort is NOAA, which has recently lost most of its tornado records prior to 1953. The Dust Bowl never happened.",['1_7_0'],['1_7_0']
cards_single,234616,"The observed warming trends at mid-latitudes, with no warming near the equator, suggest that warm water was distributed poleward by ocean currents. In the Pacific, that happens when El Nio events dominate, which was the case during this period, causing the excessive distribution of warm water toward those latitudes. Refer to this comparison of Pacific trends on a zonal-mean basis for the periods of 1944 to 1975 and 1976 to 2011. Its Figure 8-32 from my ebook Who Turned on the Heat? From 1944 to 1975, El Nino and La Nia events were more evenly matched, but slightly weighted toward La Nia. During that period, less warm water was released from the tropical Pacific by El Nios and distributed toward the poles. But from 1976-2011, El Nio events dominated, so more warm tropical waters were distributed to the mid-latitudes.",['2_1_3'],['2_1_3']
cards_single,234617,I raked Rahmstorf and company over the coals on this point. I ran their own model with the corrected data from their own source (Church and White) and published the results online. The result: vastly lower sea level projections for the 21 st century. Their response: silence.,['1_6_0'],['1_6_0']
cards_single,234620,"The world has experienced a number of ice ages. Those were times when large parts of the North American and Eurasian continents were covered by a thick layer of ice, mostly one to two miles high. All that ice melted and began to disappear 20,000 years ago. By about 5,000 years ago, the ice was mostly gone and, since then, we are enjoying an interglacial period. Such interglacial periods of global warming (also known as climate change) had nothing to do with changes in atmospheric carbon dioxide (CO2) levels. If there is any credible correlation at all, it shows the rise of CO2 levels lagging the rise in temperatures by 1,000 years or so.",['2_2_3'],['2_2_3']
cards_single,234624,"???Current datasets indicate no significant observed trends in global tropical cyclone frequency over the past century No robust trends in annual numbers of tropical storms, hurricanes and major hurricanes counts have been identified over the past 100 years in the North Atlantic basin",['1_7_0'],['1_7_0']
cards_single,234625,"Not only are the glaciers advancing, 87 of the glaciers have surged forward since the 1960s, says a recent article in Discovery News.",['1_1_4'],['1_1_4']
cards_single,234627,"Finally, lets take a look at global sea ice area, which has been running above average for most of this year.",['1_1_0'],['1_1_0']
cards_single,234629,"The paper corroborates the NOAA 2012 Sea Level Budget which finds sea levels have risen at only 1.1-1.3 mm/yr over the past 7 years from 2005-2012 , and the paper of Chambers et al finding ???sea level has been rising on average by 1.7 mm/year over the last 110 years.??",['1_6_0'],['1_6_0']
cards_single,234633,"Historically, there have been many tornado outbreaks that occurred well before climate change was on anyone??s radar. Here??s a few:",['1_7_0'],['1_7_0']
cards_single,234634,"Whereas it is not our purpose here to discuss detailed links between the NAO and storminess, it will be immediately apparent that the two stormiest periods in Figure 1.14, in the 1920s and 1990s, coincide with decades of sustained positive NAO index, whereas the least stormy decade, the 1960s, is a time when the smoothed NAO index was most negative.",['1_7_0'],['1_7_0']
cards_single,234636,"Chinese scientists only looked at sea ice projections until 2005. Had they kept going, they would find more than a trend of slightly increasing sea ice levels. Last year was the first year on record that Antarctic sea ice coverage rose above 7.72 square miles.",['1_1_1'],['1_1_1']
cards_single,234642,"Global sea ice area is second highest on record for the date after 1988, and closing in the #1 spot. Antarctic ice is melting very slowly this summer, due to record cold Antarctic temperatures.",['1_1_1'],['1_1_1']
cards_single,234646,"Counter to the alarmist claims that AGW is causing the California drought, Obama's National Climate Assessment Report shows precipitation has increased throughout over 90% of California relative to the 1901-1960 mean. In addition, less than 5% of the contiguous US shows and increase in drought and most regions show either an increase in precipitation or no change compared to the 1901-1960 mean.",['1_7_0'],['1_7_0']
cards_single,234648,"Polar Ice Check - Still a lot of ice up there Watts Up With That? In most years, there are open waters in the area north of the archipelago in July month. Studies from this year however show that the area is covered by ice, the Meteorological Institute writes in a press release. In mid-July, the research vessel Lance and the Swedish ship MV Stockholm got stuck in ice in the area and needed help from the Norwegian Coast Guard to get loose. The ice findings from the area spurred surprise among the researchers, many of whom expect the very North Pole to be ice-free by September this year.",['1_1_3'],['1_1_3']
cards_single,234654,"Figure 1. Confidence intervals for the estimation of sea level rise using tidal gauge data.This means that 95% of the results fall between the two extremes. For twenty year trends, these are from a sea level rise of three mm/year to a sea level fall of three mm per year. SOURCE: Pacific Country Report, Sea Level & Climate: Their Present State Marshall Islands December 2010",['1_6_0'],['1_6_0']
cards_single,234655,"There has been a slight, but meaningless increase in heaviest rainfall events. Most of the 20+ cm rainfall events occurred before 1960",['1_7_0'],['1_7_0']
cards_single,234657,"10. Overall the Antarctic ice sheet has grown in size for the last 35 years, except in a few selective areas which are related to geologically induced geothermal heating. An overwhelming number of these selective glacial melting areas are associated with the West Antarctic Rift System.",['1_1_1'],['1_1_1']
cards_single,234658,"One slight problem with Serrezes little theory, the ice is growing around pretty much all of the continent, and not just the small area of West Antarctic that he refers to.",['1_1_1'],['1_1_1']
cards_single,234662,"Easterling and Parmesans paper had also reported, Examination of drought over the 20th century in the United States shows considerable variability, the droughts of the 1930s and 1950s dominating any long-term trend. Recent investigation of longer term U.S. Great Plains drought variability over the past 2000 years with the use of paleo-climatic data suggests that no droughts as intense as those of the 1930s have occurred since the 1700s. However, before the 16th century some droughts appear to have occurred that were of greater spatial and temporal intensity than any of the 20th-century U.S. droughts. 8",['1_7_0'],['1_7_0']
cards_single,234668,"Hubbard Glacier has been advancing into Disenchantment Bay for more than 100 years, according to NASA??s Earth Observatory. In addition to its forward movement, the glacier has been thickening as well.",['1_1_4'],['1_1_4']
cards_single,234669,"Indeed, Wang et al. begin their article noting The impact of the rising sea surface temperature (SST) on tropical cyclone (TC) activity is one of the great societal and scientific concerns. With the observed warming of the tropics of around 0.5C over the past 4 to 5 decades, detecting the observed change in the TC activity may shed light on the impact of the global warming on TC activity. Recent studies of the trends in the existing records of hurricane intensity have resulted in a vigorous debate in academic circles. Much of the debates centered on uncertainties of the hurricane intensity records. Once again, we see scientists acknowledging that yet another vigorous debate is ongoing in the climate change world, despite the popular claim that the debate is over when it comes to the science of global warming (possibly the most laughable claim we encounter).",['5_1_1'],['5_1_1']
cards_single,234672,All the models assume that any temperature rise will be least at the poles and greatest at the tropics because the water vapour feedback is lower at the poles..They do not mention Antarctica where the ice is currently increasing.,['1_1_1'],['1_1_1']
cards_single,234674,"hurricane, tornado, flood and drought disaster frequencies have not increased globally, or in the U.S. ...( Ramez",['1_7_0'],['1_7_0']
cards_single,234682,"Does the Wada groundwater correction make any difference? Look at figure 4 and notice that around 1985 the groundwater depletion correction overtakes the reservoir correction. Before 1985 the combination of the two corrections yield a sea level rise rate that is greater than the plain Church and White data, but after that the sea level rise rate is lower. The groundwater depletion data only goes to the year 2000, but if the exponential extrapolation holds, then by 2010 the reduced sea level rise rate will be even more pronounced.",['1_6_0'],['1_6_0']
cards_single,234686,"The animation below shows the huge increase in old/thick ice in the Beaufort Sea over the past twoyears. If this trend continues, ice will be back to 1980s levels in three or four years.",['1_1_3'],['1_1_3']
cards_single,234700,"2. The US Weather Bureau wrote a 1922 article describing drastic Arctic warming and ice loss. In that article, the author wrote that waters aroundSpitzbergenwarmed 12C over just a few years and that ships were able to sail in open waters north of 81N. This agrees with theGISSrecord, which would seem to imply that the Arctic can and does experience significant warming unrelated to CO2. Do you believe that what we are seeing now is different from that event, and why?",['2_1_4'],['2_1_4']
cards_single,234702,"But, it is often unreported that we??ve had sea level rise all through American history. Of all the talk about sea level rise, it is interesting to point out that at least in Boston, man has easily outraced the sea. The worry about sea level is real, but the ability of man to adapt is clearly illustrated in the comparative maps. See here: The rubbish is coming! One if by land, two if bysea",['1_6_0'],['1_6_0']
cards_single,234708,"It has been more than six years since a hurricane hit Texas, but in 1884 Texaswashit by four hurricanes. The frequency of hurricane strikes in Texas has dropped by more than 50% since the 1880s. No doubt insurance companies have reduced premiums to compensate.",['1_7_0'],['1_7_0']
cards_single,234713,"The Arctic is not melting down. Arctic sea iceis currently the thickest since 2006, and thickness is about the same (2 meters) as it was 75 years ago.",['1_1_3'],['1_1_3']
cards_single,234719,"rapid warming, due to CO2. The evidence from the last 1,000 years plus does not support the hypothesis. Previously , we examined the data from Antarctica. Now we look at the actual Arctic area data (see chart below) and find that like the Antarctic, the northern polar regions have temperature swings unrelated to the CO2 levels. From peak to valley, Arctic temperatures changed more than 1.6 degrees Celsius while CO2 levels remained fairly stable. (click on image to enlarge)",['2_1_4'],['2_1_4']
cards_single,234723,"For if such evidence was detectable at the North Pole, it would be equally detectable at the South. But in Antarctica, evidence of human warming is so completely absent that the place is cooling.",['1_1_1'],['1_1_1']
cards_single,234737,"Synopsis: Recent global warming has not caused more frequent or more severe droughts. Source here . ""Droughts have not become more extreme or erratic in response to global warming. Real-world evidence from Africa, Asia, and other continents find no trend toward more frequent or more severe droughts. In most cases, the worst droughts in recorded meteorological history were much milder than droughts that occurred periodically during much colder times.""",['1_7_0'],['1_7_0']
cards_single,234738,"As if to confirm this point, we watch in bemusement as the sea ice resolutely refuses to do what anyone expects. The Greenland ice melt has gone fast, then slow and some are even claiming that the refreeze has started weeks ahead of schedule. The pause in the alleged Arctic death spiral looks set to extend to another year, but the Antarctic has blipped below its long-term mean for the first time in years.",['1_1_0'],['1_1_0']
cards_single,234739,"Thats true. The picture above shows how low the islands are to the surface of the sea. Theres no question theyre vulnerable to sea level rise, as they have been for several hundreds or thousands of years, since their ancestors arrived there. But what does the Australian expert not tell us? He doesnt say that it will take 200 to 600 years for the sea to rise another 600 mm, during which time the coral will grow and push the islands higher. Thats why coral atolls are still at the sea surface, even though the sea level has gone up about 130 metres (426 ft) since the last ice age.",['3_2_3'],['3_2_3']
cards_single,234763,"In 2009 Guy Wppelmann et al examined what effects vertical land movement had on the sea level data from tide gauges and published their results in the Geophysical Research Letters . The scientists evaluated globally 227 stations whose elevation was monitored by GPS. 160 of these stations were located at a distance maximum 15 km from the coast. By measuring the vertical movement of the tide gauges, they were able to apply a correction. From this they calculated a mean global sea level rise of 1.61 mm/year over the last century. Figure 1 shows that sea level rise has remained constant since 1940 no acceleration over the last 70 years!",['1_6_0'],['1_6_0']
cards_single,234766,"The SREX Report seemed to conclude that, apart from warmer days and nights, there was no significant trend in heatwaves, tornadoes, hurricanes is that still the case?",['1_7_0'],['1_7_0']
cards_single,234776,"""Heat waves have actually diminished, not increased. There is not an uptick in the number or strength of storms (in fact storms are diminishing).",['1_7_0'],['1_7_0']
cards_single,234782,"The constant rise in sea level has been constant across the planet for more than a century as shown by tidal gauge measurements posted on the Internet by the National Oceanic and Atmospheric Administration. The rate of rise averages about 8 inches per century. For many weather events, rates of occurrences have declined in recent decades. The U. S. government provides data on various climate events Pope Francis claims are increasing heat waves , record high temperatures , flooding , drought , wildfires , reduced snowfall , tornadoes , hurricanes , sea level rise , and Arctic ice melting .",['1_6_0'],['1_6_0']
cards_single,234783,"The graph below shows how they lowered past sea level, and raised recent sea level to create the EU mandated scary appearance of sea level rising.",['1_6_0'],['1_6_0']
cards_single,234785,"According to this index, the 8 most severe droughts at the 6-month time scale for the summer rainfall region of South Africa happened in 1926, 1933, 1945, 1949, 1952, 1970, 1983 and 1992. There is considerable decadal variability and an 18 to 20 year cycle is only found in the number of dry districts.",['1_7_0'],['1_7_0']
cards_single,234791,"Conclusion : Should we expect a nice recovery this summer due to the thicker ice? You bet ya. Even if all the ice less than 2.5 metres thick melted this summer, we would still see a record high minimum in the DMI charts.",['1_1_0'],['1_1_0']
cards_single,234795,"This is not true. There are over 6 million Americans alive today who experienced summers as long and hot, with great periods of extreme heat in the mid-1930s, when the Palmer Drought Index was the same as current periods, and tens of millions more who saw the mid-70s, when drought conditions were almost as high. Drought is a cyclical event that is experienced throughout large sections of the United States and has done so since pre-historical times.",['1_7_0'],['1_7_0']
cards_single,234799,But now scientists claim that warming of the planet is in fact behind a paradoxical growth in South Pole sea ice.,['1_1_1'],['1_1_1']
cards_single,234801,"when averaging over the entire contiguous U.S., there is no overall trend in flood magnitudes",['1_7_0'],['1_7_0']
cards_single,234809,"Sea level is not rising as predicted. In some interpretations of the sea level data, it has not been rising since 2004.",['1_6_0'],['1_6_0']
cards_single,234821,"The work of Groisman and his co-authors shows that elements of the cryosphere across northern Eurasia did decline over the past 50 years (1956-2004). However, the work clearly shows that over the last decade the declines were diminished, and over the greater period of the past 69 years (1936-2004) the length of time with snow on the ground across northern Eurasia actually increased (Figure 1). The increases were on the order of 3-5 percent, or 5-12 days per year. Groisman et al. state that this is in agreement with other findings and that it cannot be associated with Arctic warming, as there was no warming apparent during the period.",['1_1_0'],['1_1_0']
cards_single,234822,"Morano: 'If you look at time scales of 50-100 years for (extreme weather).First off, on hurricanes we are at historic record lows, the longest we have gone without a majorhurricanestrike, category 3 or larger -- 9 years now -- the period longest since 1900.Big Tornadoes are down. Floods,droughts, all of these factors are either on no trends or declining trends.",['1_7_0'],['1_7_0']
cards_single,234823,"At the conference, I presented the same original research that I recently gave at the American Meteorological Society conference in New Orleans. I serve on the Probability and Statistics Committee of the AMS. This work was based on a paper I wrote and is about to appear in the Journal of Climate that shows that the number of tropical storms and hurricanes have not increased in number or intensity since we have had reliable satellite measurements. I also find that previous crude statistical methods others have used to analyze hurricanes have given misleading results.",['1_7_0'],['1_7_0']
cards_single,234829,"Why did they overestimate ice loss from these glaciers by 50%? The impact of rock debris that covers certain glacier tongues (4) and protects them from solar radiation (and thus from melting) was not taken into account in the previous work. Moreover, their sampling was limited to longitudinal profiles along the center of a few glaciers, which geometrically led to overestimation of ice loss.",['5_1_0'],['5_1_0']
cards_single,234835,"Earth Gains A Record Amount Of Sea Ice In 2013 Earth has gained 19,000 Manhattans of sea ice since this date last year, the largest increase on record",['1_1_0'],['1_1_0']
cards_single,234840,"The APS notes that the models seem able to reproduce the Arctic declining ice trend, but not the Antarctic rising ice trend. Moreover, the APS has spotted that the IPCC had done its ice graphs using only 17 out of its 40 models, these 17 happening to produce reasonable fits with the data. The APS says,",['5_1_4'],['5_1_4']
cards_single,234841,The map below is the 1971 National Geographic ice map which is nearly identical to the current state of the Arctic.,['1_1_3'],['1_1_3']
cards_single,234844,"The IPCC-projected rise of up to 1m by the end of this century would require an average rate of up to 12mm/yr for the rest of this century, some four times the current rate, and an order of magnitude larger than implied by the 20th century acceleration of0.01mm/yr found in some studies. What drives the projected sea level rise? To what extent is it dependent upon a continued rise in Global Mean Surface Temperature?",['1_6_0'],['1_6_0']
cards_single,234845,"30 inches (75 cm) of snow were measured in Zurich-Fluntern, more than has ever been seen here since the measurements were taken in 1949.",['1_3_0'],['1_3_0']
cards_single,234849,"The map below overlays the 1+ ice (turquoise/green) on NSIDCs most recent extent map (white.) You can see that there has been minimal effect on the older ice. Some of the ice in the Beaufort and Chuckchi Seas melted, and some blew over into the East Siberian Sea and Arctic Basin.",['1_1_3'],['1_1_3']
cards_single,234852,"The period since has been the quietest on record for US hurricanes, with no major (category 3-5) hurricanes.",['1_7_0'],['1_7_0']
cards_single,234854,"8:30 International tide gauges also show: No acceleration in sea level rise. In fact tide gauges show a deceleration. Puls asked the Potsdam Institute for Climate Impact Research for an answer,but they have yet to reply.",['1_6_0'],['1_6_0']
cards_single,234860,"There are two tide gauges in the San Francisco Bay one shows 0.00 mm/year since 1980, and the other shows -0.78 mm/year since 1980.",['1_6_0'],['1_6_0']
cards_single,234862,"According to the British Met Office , the 2007 Arctic ice-melt was an anomaly unrelated to climate change. The article says, Modeling of Arctic sea ice by the Met Office Hadley Centre climate model shows that ice invariably recovers from extreme events, and that the long-term trend of reduction is robustwith the first ice-free summer expected to occur between 2060 and 2080. It is unlikely that the Arctic will experience ice-free summers by 2020.",['1_1_3'],['1_1_3']
cards_single,234866,"But the big news, Watson, is missing from our papers expanding sea-ice in Antarctica . Is this why southern Australia has had its chilliest July in almost two decades and first snow in Hobart since 1986?",['1_1_1'],['1_1_1']
cards_single,234870,"New peer reviewed study: Surge in North Atlantic hurricanes due to better detectors, not climate change",['1_7_0'],['1_7_0']
cards_single,234880,"This Tellus trio of articles tells us that tropical cyclones could become less frequent in the future and the jury is still very much out on the question of whether more intense storms will develop in the decades to come. All told, there is still a lot of work to be done, and the debate is anything but over!",['1_7_0'],['1_7_0']
cards_single,234888,"Researchers Gabriel Vecchi and Brian Soden (from GDFL and the University of Miami respectively) examined how anthropogenic global warming may, at least according to climate models, alter the environment of the tropical Atlantic and thus possibly tropical cyclone statistics there as well. Recall that it is the tropical cyclones that form in the Atlantic Ocean that are the ones that cause the greatest impact the United States. And also recall that there is still an on-going, sometimes rather heated, debate about whether natural or anthropogenic (as if somehow we arent part of nature) causes are thought to be responsible for the increase in storminess since the early-1970s, as well as whether or not a continued enhancement to the earths greenhouse effect will lead to more and/or more intense hurricanes.",['5_1_1'],['5_1_1']
cards_single,234900,There has been little or no sea level rise in Vancouver over the last century.,['1_6_0'],['1_6_0']
cards_single,234901,"These findings are not to be lamented , but to be welcomed ; for as may be seen by perusing the many journal reviews we have archived under the heading of Temperature (Health Effects - Hot vs. Cold Weather) in our Subject Index, cold weather is a far greater danger to human health -- and even life itself -- than is hot weather.",['3_6_0'],['3_6_0']
cards_single,234907,Extreme drought occurs in Texas during more than 25% of years. Below are all the years since 1900 which experienced Palmer Drought Index extreme drought for at least one month during the year.,['1_7_0'],['1_7_0']
cards_single,234908,"U.S. sees 2,232nd consecutive days without being hit by major hurricane ???shatters?? previous streak set in 1906 Prof. Pielke Jr.: ???Since there won??t be any intense hurricanes before next summer, the record will be shattered, with the days between intense hurricane landfalls likely to exceed 2,500 days??",['1_7_0'],['1_7_0']
cards_single,234913,"This makes it absolutely clear what Bryson was referring to. As far as India is concerned, global warming brings less drought, not more.",['1_7_0'],['1_7_0']
cards_single,234914,"Clearly, sea levels have actually been falling in the last decade, after very little change in the 1990s.",['1_6_0'],['1_6_0']
cards_single,234916,The statement about the absence of trends in impacts attributable to natural or anthropogenic climate change holds for tropical and extratropical storms and tornados,['1_7_0'],['1_7_0']
cards_single,234917,"Temperatures have certainly increased since 1779, and the 30-Year trend shows a small uptick in the last decade or so, as we might have expected. But the interesting thing is that the really significant increase occurred in the late 19thC and early 20thC.",['2_1_4'],['2_1_4']
cards_single,234919,"Reconstruction of the Palmer Drought Severity Index shows there is nothing unusual, unnatural, or unprecedented with regard to 20th century drought",['1_7_0'],['1_7_0']
cards_single,234921,What is unusual is that were in a state where the Arctic does NOT completely melt during an interglacial. We can only get an interglacial when it is warm enough to melt the arctic ice. This time we barely got it done. (Look up your Milankovitch for confirmation).,['1_1_0'],['1_1_0']
cards_single,234932,""" A paper published ...in the Journal of Geophysical Research finds ""the loss rate in southeast Greenland for the more recent period has become almost negligible, down from 109 28 Gt/yr of just a few years ago. The rapid change in the nature of the regional ice mass in southeast and northwest Greenland, in the course of only several years, further reinforces the idea that the Greenland ice sheet mass balance is very vulnerable to regional climate conditions."" Global warming allegedly due to greenhouse gases would not be expected to cause such regional interannual variability in Greenland ice loss, thus pointing to shifts in weather instead.""",['2_1_0'],['2_1_0']
cards_single,234933,"No evidence exists for this claim. The mass-bleaching events of recent decades have coincided with surface water warming resulting from periods of extended calm associated with strong El Nio events. This impedes normal evaporative cooling as well as wave driven mixing. There is no evidence of any increase in the frequency or strength of El Nio events, and climate models project increased wind speeds from warming, not more calms. The report further states:",['3_2_3'],['3_2_3']
cards_single,234936,The Colorado part of that article has the same end point: giant storms in Colorado are not increasing or decreasing; out in the Rockies it??s all el Nio. More at:,['1_7_0'],['1_7_0']
cards_single,234940,"For the last hundred years, the ocean has risen 20 cm but for the previous hundred years the ocean also has risen 20 cm and for the last 300 years, the ocean has also risen 20 cm per 100 years. So there is no unusual rise in sea level. And to be sure you understand that I will repeat it. There is no unusual rise in sea level, Giaever said.",['1_6_0'],['1_6_0']
cards_single,234941,"""Long-term trends in normalized economic disaster losses cannot be reliably attributed to natural or anthropogenic climate change, particularly for cyclones and floods (medium evidence, high agreement).""",['1_7_0'],['1_7_0']
cards_single,234945,And if we look at ARGO OHC measurements in the Antarctic we see there is no warming at any level in the ocean:,['1_5_0'],['1_5_0']
cards_single,234950,"Rising sea levels threaten every coastline. Reality: sea levels have been rising on and off since the end of the last ice age 13,000 years ago. The rate of sea level rise has not increased in recent decades over the nineteenth and twentieth century average.",['1_6_0'],['1_6_0']
cards_single,234951,"In the words of the authors, ""continually increasing sea ice extent over the Antarctic Southern Polar Ocean, along with the observed decreasing trends in Antarctic ice surface temperature ( Comiso, 2000 ) over the last two decades, is paradoxical in the global warming scenario resulting from increasing greenhouse gases in the atmosphere."" Indeed, it would appear to be a major contradiction of that scenario. References",['1_1_1'],['1_1_1']
cards_single,234973,"Experts like Katherine Hayhoe have been hysterically warning about drought in the southwest, based on their mindless superstitions about CO2. Over the past two years, the southwest and Rocky Mountain states have been much wetter than normal.",['5_2_5'],['5_2_5']
cards_single,234976,This snowy winter will extend over three months and spread into the flatlands. And it is going to be bitter cold. For Germany the fourth colder-than-normal winter in a row lies ahead. The fourth below normal winter in a row would be a small sensation.,['1_3_0'],['1_3_0']
cards_single,234979,References finding either no acceleration or a deceleration of sea level rise during the 20th and 21st centuries:,['1_6_0'],['1_6_0']
cards_single,234985,The climate models are also coming into agreement that the number of tropical storms and hurricanes will not go up and may perhaps even decrease (by around one-fourth fewer) because of the increased vertical wind shear.,['1_7_0'],['1_7_0']
cards_single,234986,"Meanwhile, the BBC reports that numerous ships and hundreds of crew are stuck fast in the Sea of Okhotsk off the coast of North East Russia, where the sea has turned to ice so thick you can drive a lorry on it:",['1_1_3'],['1_1_3']
cards_single,234990,"In other words, Antarctica could actually be cooling, but someone just wanted a red map.",['1_1_1'],['1_1_1']
cards_single,234997,"The United States and the Soviet Union are mounting large-scale investigations to determine why the Arctic climate is becoming more frigid, why parts of the Arctic sea ice have recently become ominously thicker and whether the extent of that ice cover contributes to the onset of ice ages.",['1_1_3'],['1_1_3']
cards_single,234999,"Torinesi et al . report that, on average over the last 20 years, ""the cumulated product of the surface area affected by melting and the duration of the melting event, called cumulative melting surface ... has decreased by 1.8% 1% per year, a result that is consistent with a mean January cooling of the continent recently identified from infrared satellite data."" Putting this finding in perspective, they note that ""the surface affected by melt decreases over time, from about 1.6 x 10 6 km 2 at the beginning to about 1.0 x 10 6 km 2 at the end of the period (i.e., from 11.4% to 7.2% of the total continental surface)."" In addition, they say that ""no region shows any significant increase, except possibly the peninsula for the mean melt duration."" What it means",['1_1_0'],['1_1_0']
cards_single,235000,Friel then claims the Little Ice Age was a North Atlantic phenomenon and claims that the cryosphere is melting. Clearly Friel hasnt looked at the Antarctic ice records for the past 30 years.,['1_1_1'],['1_1_1']
cards_single,235001,"Because non-CO 2 -forceced wetter and drier conditions than those of the present have occurred in this region in the past, such conditions can be expected to naturally recur in the future.?? Yet just as soon as the precipitation balance begins to tip towards one extreme or the other, you can count on there being a number of climate alarmists who will be all too eager to attribute the change to the ongoing rise in the air's CO 2 content, even when such attribution is clearly unwarranted. Reviewed 20 July 2005",['1_7_0'],['1_7_0']
cards_single,235002,"Paper demonstrates the claim made by the IPCC that Himalayan glaciers were retreating at an abnormal rate and would disappear by 2035 was unsubtantiated. Glaciers in the Himalayas, over a period of the last 100 years, behave in contrasting ways, some shrinking, some expanding, some staying about the same. It is premature to make a statement that glaciers in the Himalayas are retreating abnormally because of the global warming.",['1_1_4'],['1_1_4']
cards_single,235003,"In this century glaciers are growing, as seen in the Andes, Perito Moreno, Logan, the highest mountain in Canada, and with Franz-Josef Glacier, New Zealand, said Velasco Herrera.",['1_1_4'],['1_1_4']
cards_single,235008,"Arctic sea ice extent is at a 10 year high, and very close to the 1981-2010 average.",['1_1_3'],['1_1_3']
cards_single,235012,"Amplifications and Corrections : Last weeks TWTW discussed sea level rise, the uncertainty, and the possible acceleration of the rate of rise. Physicist Donald Rapp send a set of papers a making a powerful argument that It is possible that all (or most) of the claimed acceleration is due to ground water depletion, not global warming. He may be right. We appreciate all those who take the time to send amplifications and corrections.",['1_6_0'],['1_6_0']
cards_single,235018,The figure shows sea level falling through the Maunder Minimum due to the lack of sunspots and then fluctuating in a band about 60 mm wide before increasing rapidly from 1934. It then shows sea level peaking in 2003 before declining 40 mm to 2040.,['2_1_0'],['2_1_0']
cards_single,235022,"While discussing extreme weather, including simultaneous extended periods of cold and unprecedented winter warmth, climate alarmist Michael Mann of Penn State University said that connections to climate change were a speculative and genuinely controversial area of the science.",['1_7_0'],['1_7_0']
cards_single,235023,Figure 7: Sea level development around the Tarawa atoll based on tide gauges. There is no detectable rise. Diagram source: Donner (2012) .,['1_6_0'],['1_6_0']
cards_single,235042,"Perez-Sanz et al . report that ""the CMIP5 models fail to reproduce key aspects of both the modern and mid-Holocene climate of the northern Africa and Mediterranean region, including the correct geographical location of zonal precipitation regimes in the pre-industrial simulation and the magnitude of mid-Holocene changes in these regimes."" More specifically, they say that most models ""overestimate the extent of monsoon influence and underestimate the extent of desert."" And they state that they also ""fail to reproduce the amount of precipitation in each zone,"" while noting that ""most models underestimate the mid-Holocene changes in annual precipitation.""",['5_1_4'],['5_1_4']
cards_single,235049,"But , far more serious were the droughts in the zones to the North and South. In the Sahel between 200,000 and 400,000 died in the drought of 1972-73.",['1_7_0'],['1_7_0']
cards_single,235051,"About eight percent of the contiguous U.S. was covered by snow at end of April, according to an analysis by the National Operational Hydrologic Remote Sensing Center.Snow coverage during the month peaked at 30.2 percent on April 6, after a late-season winter storm hit the Midwest and Plains.",['1_3_0'],['1_3_0']
cards_single,235066,"The big chill extended to parts of the country much less accustomed to it. Parts of Nevada were at 18F below zero; in Flagstaff, Arizona, the temperature dropped to 7F; temperatures as low as 27F were expected in usually mild Las Vegas and surrounding areas, and the National Weather Service issued winter storm warnings for Riverside and San Bernardino counties in ???sunny?? Southern California.",['1_3_0'],['1_3_0']
cards_single,235075,German weather site www.wetter.net here reports that 2013 in Germany was the second coldest year in a decade.,['1_3_0'],['1_3_0']
cards_single,235079,Apparently there was less ice in the Eastern Arctic in 1935 than there was during the all-time-record-lowest-Armageddon-we-are-all-doomed-irreversible-tipping-point summer of 2007.,['1_1_3'],['1_1_3']
cards_single,235089,"If you look closely youll observe a few things: 1) There was a record high ice extent in April, 2) the ice indeed melted rapidly in May and June, but 3) the melting rate has slowed down considerably over the last 10 days, averaging only 59,000 sq km something the media forgets to mention.",['1_1_0'],['1_1_0']
cards_single,235091,"In fact extreme weather events such as tropical cyclones (hurricanes, in the US) have been at historic lows with atmospheric carbon dioxide at contemporary highs. Jimmy is seriously full of it.",['1_7_0'],['1_7_0']
cards_single,235102,"The models roughly describe the shrinking extent of Arctic sea ice observed over the past two decades, but they fail to describe the comparable growth of Antarctic sea ice, which is now at a record high.",['1_1_1'],['1_1_1']
cards_single,235108,"Accelerating sea levels swamping the world's coastal regions is the ""bread & butter"" fear of global warmista scientists - tide gauge station empirical evidence however does not support the CAGW predictions (hysteria)",['1_6_0'],['1_6_0']
